	TCGA-44-6777-11A-01R-1858-07	TCGA-91-6835-11A-01R-1858-07	TCGA-44-2668-11A-01R-1758-07	TCGA-50-5933-11A-01R-1755-07	TCGA-49-6745-11A-01R-1858-07	TCGA-49-6742-11A-01R-1858-07	TCGA-44-2655-11A-01R-1758-07	TCGA-50-5932-11A-01R-1755-07	TCGA-44-2661-11A-01R-1758-07	TCGA-44-3396-11A-01R-1758-07	TCGA-91-6836-11A-01R-1858-07	TCGA-49-6743-11A-01R-1858-07	TCGA-44-2665-11A-01R-1758-07	TCGA-44-6776-11A-01R-1858-07	TCGA-49-6744-11A-01R-1858-07	TCGA-44-2657-11A-01R-1758-07	TCGA-50-5930-11A-01R-1755-07	TCGA-44-6778-11A-01R-1858-07	TCGA-44-6777-01A-11R-1858-07	TCGA-91-6835-01A-11R-1858-07	TCGA-44-2668-01A-01R-0946-07	TCGA-50-5933-01A-11R-1755-07	TCGA-49-6745-01A-11R-1858-07	TCGA-49-6742-01A-11R-1858-07	TCGA-44-2655-01A-01R-0946-07	TCGA-50-5932-01A-11R-1755-07	TCGA-44-2661-01A-01R-1107-07	TCGA-44-3396-01A-01R-1206-07	TCGA-91-6836-01A-21R-1858-07	TCGA-49-6743-01A-11R-1858-07	TCGA-44-2665-01A-01R-0946-07	TCGA-44-6776-01A-11R-1858-07	TCGA-49-6744-01A-11R-1858-07	TCGA-44-2657-01A-01R-1107-07	TCGA-50-5930-01A-11R-1755-07	TCGA-44-6778-01A-11R-1858-07
PPP1R14A|94274	508.6993	161.586	207.3733	297.7696	522.5092	151.3188	797.8428	358.7662	426.0649	496.3253	175.0147	453.0812	579.0941	290.7801	367.7262	340.3529	457.0995	444.5755	113.0984	58.6907	42.8523	133.1786	28.5012	136.4653	105.9174	68.5786	171.95	75.6321	92.6334	125.8817	34.63	99.1379	119.6538	177.1812	104.9161	120.5584
PPP1R14D|54866	8.285	2.5052	0.0	1.7048	0.0	1.8086	4.6225	2.4351	16.1316	0.2961	0.0	2.1008	8.0139	0.0	2.608	1.7075	0.7593	0.5896	363.4929	82.167	6.8236	90.3165	99.7543	96.1969	28.7453	146.3009	6.7243	89.953	1119.9824	218.6652	624.7628	119.2529	420.5703	0.0	164.6785	1.269
PPP1R15A|23645	3570.8368	3476.6053	5088.3257	7428.3279	3551.2915	4992.3135	7138.9831	4551.1364	4711.3861	4930.0858	5232.4707	6374.6499	4713.5889	9754.6099	3264.5477	5242.4587	2352.3159	15673.9387	1221.4624	1786.456	2471.5114	1560.3832	968.059	1326.6219	1008.9344	899.0025	1603.2661	1948.7581	1258.4914	1342.3766	1002.3719	2397.9885	1477.0876	1376.5101	1766.3093	3001.269
PPP1R16B|26051	799.5029	775.3625	449.6928	572.2404	626.5683	776.4883	1219.1063	767.0455	837.8961	1323.4355	712.5598	1518.2073	1261.6725	646.8085	1638.4678	2220.2618	319.6659	1445.1651	500.7891	1579.684	348.55	141.853	341.0319	155.1081	407.8726	35.3283	615.2738	497.203	159.2413	357.0266	109.1082	93.3908	546.8432	1130.2013	673.3224	1668.7817
PPP2R2C|5522	10.7705	133.4024	4.6083	1.1365	5.1661	10.2487	7.396	1.6234	4.2701	7.6996	7.0318	6.3025	3.8328	1.4184	3.912	19.9203	4.5558	5.3066	132.5618	253.7246	402.593	5.1026	19.1646	761.3721	410.2033	6.2344	346.7819	0.8951	290.2514	569.1807	25.1423	417.3851	15.7841	46.3087	240.3774	10.1523
PPP4R4|57718	48.8815	40.0834	180.1075	108.5381	90.0369	101.8839	15.1002	51.1364	26.5698	114.3088	87.5073	52.521	117.4216	36.1702	101.7115	78.543	111.6173	106.1321	1.5781	33.4086	47.7653	3.5718	37.8378	33.557	16.3149	3.7406	15.3698	0.6713	6.6167	6.5111	83.9658	11.4943	10.1833	32.2148	3.9842	86.9289
PRAM1|84106	510.3563	110.2292	844.086	272.766	202.214	305.6518	410.4777	310.8766	512.8911	620.1105	716.4664	373.2493	480.1394	182.9787	320.7824	486.6249	441.9134	507.6651	207.2593	134.9887	113.5449	84.1933	153.8084	34.3028	39.6219	49.4597	160.903	118.1472	23.3789	53.7168	27.0398	17.9598	125.2546	138.255	35.8574	146.5736
PRAME|23532	0.8285	1.8789	0.768	0.0	0.0	0.0	0.9245	0.0	0.0	0.5923	0.7813	4.2017	0.0	0.7092	1.956	14.798	0.0	18.2783	6.8385	937.6975	42.8523	287.2779	24.57	2104.3997	1.8128	5.4032	5.7637	0.8951	0.0	4062.9409	1.4231	0.7184	2310.0815	109.396	612.232	1304.5685
PRC1|9055	120.9611	103.3399	214.2857	100.5825	81.1808	175.4333	119.5686	124.1883	145.6592	127.9311	56.2547	85.4342	108.0139	84.3972	108.2315	236.7672	63.7813	110.8491	321.4098	418.9616	1869.6691	890.4083	822.6044	1227.4422	241.616	497.0906	265.61	782.9492	1906.4843	1117.2002	374.7628	227.0115	560.0815	327.5168	569.7344	803.934
PRDM12|59335	0.8285	0.0	0.384	0.0	0.0	0.6029	0.0	0.8117	0.0	0.0	0.7813	0.0	0.0	0.0	0.0	0.0	0.0	0.5896	0.526	2.7088	0.8188	1.0205	1.4742	4.4743	1.0359	2.4938	0.9606	2.4614	6.6167	2.1704	2.3719	2.8736	2.5458	0.6711	1.3281	3.1726
PRDM16|63976	435.7912	506.6787	339.4777	760.3353	270.1107	704.1447	573.1895	566.5584	507.1976	498.6944	554.7341	380.2521	454.007	677.305	692.4205	424.5874	475.3227	389.7406	82.5881	93.0023	122.825	62.252	87.9607	88.7397	281.7558	344.5553	349.1835	10.9644	486.5461	53.7168	231.9734	840.5172	434.3177	761.745	13.2805	155.4569
PRDX4|10549	1091.9635	998.3262	1168.2028	698.3947	2154.9815	1414.9209	790.1387	609.5779	881.0719	706.8786	762.564	1355.042	1238.3275	712.0567	703.5045	1250.4269	715.262	748.2311	2832.1936	1404.9661	2112.8625	1287.9029	1639.8034	2186.428	3617.2472	2523.6908	4915.4659	2840.6802	2396.5593	2085.1872	4402.277	2906.6092	2707.2301	3325.5034	4407.805	1499.3655
PRELP|5549	8251.8641	3935.685	2613.2873	5245.6315	2249.4465	1508.9676	8502.0031	8702.9221	12424.205	4492.3956	2880.7107	6748.5994	5396.1672	3986.5248	9197.066	2896.9835	8396.3554	4144.4575	6369.2793	1805.8691	1056.5677	4348.9686	1368.059	519.7614	916.2243	1883.6243	3426.0327	1568.5836	321.1292	2769.9403	6075.9013	1107.0402	4292.7699	3250.3356	3572.4602	2003.8071
PREX2|80243	103.5626	130.8972	94.47	263.6738	109.9631	136.2472	259.4761	260.5519	178.8714	286.0682	187.5157	254.902	231.3589	227.6596	340.9943	63.1759	132.1185	293.6321	70.4892	76.298	19.3791	19.39	30.4668	11.9314	26.6736	21.197	53.7944	15.8872	10.1456	16.8204	12.334	27.2989	96.2322	24.1611	17.2647	145.3046
PRF1|5551	1562.5518	244.258	595.2381	518.2554	964.5756	125.3956	404.9307	1288.1494	443.1455	918.0241	825.0693	271.7087	362.7178	809.9291	527.4654	737.6209	586.94	564.2689	223.5665	472.6862	756.3289	166.8559	332.1867	94.7054	98.9253	99.7506	889.049	319.087	174.6802	243.0819	117.1727	109.1954	438.9002	1327.5168	362.5582	571.7005
PRG4|10216	670.3894	18019.8006	1197.3502	1074.8686	761.0037	1106.6767	2791.2327	1167.5812	11223.1337	4281.4869	352.9515	1521.5756	3714.439	569.1489	2080.2934	1834.7012	48.7168	434.5106	101.4045	61.2506	5.6172	102.5067	145.7297	182.2371	268.7531	129.7132	794.3852	11.0114	2.6731	61.9045	295.7543	537.5718	345.2444	333.6913	13.5329	489.4353
PRICKLE2|166336	1003.314	1179.3276	836.0215	2042.9038	625.0923	818.6888	1404.0062	1538.961	900.0503	1525.993	1201.6634	498.5994	646.6899	1151.773	1581.7441	602.1628	741.0782	1637.9717	480.7996	420.7675	648.7888	387.7996	554.7912	129.7539	359.9637	161.2635	284.8223	752.9649	178.2091	281.0635	1291.7457	250.0	559.5723	314.7651	354.5899	583.1218
PRIMA1|145270	38.9395	73.9037	9.9846	18.1844	22.1402	24.7174	58.2435	74.6753	31.3143	68.1115	37.5031	29.4118	13.2404	42.5532	94.5395	26.7501	94.9127	30.6604	42.0831	17.6072	0.0	0.5103	2.9484	2.9828	12.1714	1.2469	6.7243	1.3426	194.5302	2.1704	34.1556	3.592	12.22	32.2148	1.3281	6.9797
PRKCG|5582	0.0	1.2526	0.384	4.5461	0.0	0.0	0.0	0.0	0.4745	0.8884	0.0	0.7003	0.3484	0.7092	1.304	0.0	0.0	1.7689	1.5781	0.0	0.0	0.5103	0.9828	88.7397	0.5179	0.0	3.3622	4.2515	1.7644	2.1704	2.3719	0.0	4.0733	6.0403	3.9842	1.9036
PRKCQ|5588	258.4921	149.06	244.6237	619.9744	232.4723	308.6662	150.6934	324.6753	223.4706	299.6905	307.057	316.5266	247.3868	374.4681	288.8346	391.5766	301.4427	327.8302	48.3956	250.5643	75.8785	28.0644	114.9877	173.0052	55.9368	40.3159	126.3208	70.038	312.7481	40.1519	27.0398	77.5862	127.2912	200.6711	114.2125	227.1574
PRKG2|5593	159.0721	97.0769	54.1475	174.4566	219.9262	247.7769	229.2758	225.6494	206.39	83.5106	207.0486	235.9944	117.77	359.5745	162.9992	67.7291	135.1557	71.934	5.2604	30.6998	44.217	42.8621	39.312	52.1999	43.5064	28.6783	10.0865	5.3703	31.3189	75.4205	14.2315	7.1839	13.2383	5.3691	10.6244	52.665
PRMT8|56341	12.4275	465.3428	43.0108	50.5754	70.1107	273.7001	27.1186	77.1104	24.6719	21.618	17.9703	18.2073	8.7108	17.0213	16.2999	21.6278	60.7441	8.8443	0.0	27.088	0.2729	0.0	0.4914	2.9828	4.1435	225.2702	23.5351	0.6713	1.7644	0.0	3.3207	284.4828	23.9308	13.4228	0.0	42.5127
PROC|5624	5.7995	9.3945	3.8402	1.1365	2.214	6.6315	1.2327	3.2468	9.4892	6.2189	1.5626	1.4006	6.9686	4.2553	3.912	11.9522	3.0372	3.5377	1.5781	18.9616	5.7318	2.0411	3.4398	193.1394	19.1635	15.3782	9.6061	5.3703	1.3233	5.9685	11.8596	11.4943	25.4582	52.349	25.233	26.6497
PROM2|150696	410.1077	1013.9838	300.3072	231.8511	180.8118	1012.208	329.4299	163.1494	277.559	217.9567	406.2841	170.1681	443.9024	309.2199	249.7148	345.4752	203.4928	129.717	954.7607	1256.8849	5368.2702	884.7954	4705.1597	1721.8494	3385.472	2414.3807	982.2286	997.9861	787.8253	1723.8199	5092.0304	2516.523	1691.446	1508.0537	691.9152	126.9036
PRR11|55771	24.855	11.2734	31.106	13.07	11.8081	19.8945	10.7858	21.9156	22.7741	24.2832	11.7197	20.3081	17.0732	4.2553	14.3439	36.9949	6.8337	24.1745	100.4734	168.8488	467.5537	376.0636	227.027	86.5026	12.9483	70.6567	57.1566	131.5731	408.4693	350.5155	44.1176	9.3391	60.5906	72.4832	118.1966	153.5533
PRRT4|401399	9.942	10.0208	16.8971	13.07	6.6421	2.4115	10.7858	8.9286	6.168	18.9528	5.4692	4.2017	3.1359	5.6738	12.3879	2.2766	8.3523	4.717	1.5781	4.9661	0.0	4.0821	5.4054	2.2371	22.5301	0.8313	1.4409	0.8951	1.7644	1.0852	1.4231	19.3966	2.0367	7.3826	1.3281	1.269
PRRX2|51450	43.9105	47.599	25.3456	30.6862	54.6125	16.8802	29.584	29.2208	33.2122	20.4334	7.0318	20.3081	17.77	9.9291	5.868	14.798	18.2232	11.2028	82.5881	43.3409	111.9072	166.8559	46.1916	117.0768	15.279	3.325	33.6215	29.9843	299.0737	125.8817	479.6015	7.9023	70.2648	48.9933	38.5135	5.0761
PRSS12|8492	328.0862	1853.2291	75.6528	595.5391	512.1771	1389.6006	739.9076	407.4675	318.837	535.4154	498.4794	135.8543	234.1463	407.0922	470.7416	259.5333	135.1557	295.4009	8.4166	139.0519	62.7772	40.3107	52.5799	58.1655	39.104	277.2236	212.2959	44.9765	11.91	46.1205	24.6679	411.6379	165.9878	934.8993	43.8257	90.1015
PRSS22|64063	107.7051	209.8113	190.4762	309.1348	176.3838	178.4476	107.2419	68.9935	118.615	134.4461	109.3842	102.2409	121.2544	113.4752	101.0595	116.107	116.9324	136.7925	58.9164	343.1151	771.0679	143.8941	476.1671	718.8665	165.9977	497.5062	259.8463	1309.9127	465.3727	513.8361	162.2391	158.7644	519.3483	348.3221	784.8788	17.7665
PRSS35|167681	71.251	34.4466	23.4255	31.8227	81.1808	63.3007	117.4114	157.4675	115.2937	50.0471	36.7218	141.4566	135.8885	80.8511	94.5395	61.4684	49.3546	40.684	15.7812	15.3499	3.8212	5.6129	7.8624	45.4884	17.3508	4.5719	12.488	6.2654	0.4411	29.3001	11.8596	5.7471	12.7291	12.0805	5.3122	17.7665
PRSS3|5646	0.8285	2.5052	5.3763	0.5683	0.738	6.0286	0.0	0.8117	14.7083	1.4807	0.0	0.7003	5.5749	0.0	7.172	1.1383	3.7965	0.5896	4.2083	112.4153	653.7018	3.0616	70.2703	394.4817	2.5897	2.4938	13.9289	1628.9998	2.2056	16.8204	6.6414	0.0	10.1833	2.6846	57.1062	3.8071
PRSS50|29122	1.657	11.2734	0.384	1.7048	2.214	1.2057	0.9245	0.8117	0.9489	0.5923	0.7813	0.0	1.0453	2.1277	0.0	1.1383	0.0	0.0	4.7344	19.4131	7.9154	10.2053	1.4742	68.6055	2.3307	13.3001	37.464	4.4753	26.4667	5.9685	12.334	0.7184	20.3666	14.7651	209.8322	3.1726
PRTFDC1|56952	88.6495	124.6342	49.5392	85.2394	74.5387	88.6209	99.5378	64.1234	98.2132	94.4676	66.4118	91.7367	68.6411	43.9716	88.0196	61.4684	43.2802	109.0802	81.536	168.8488	219.7202	94.9089	205.4054	221.4765	229.1855	37.8221	220.4611	296.7107	549.1839	323.3858	305.9772	40.2299	79.9389	77.1812	235.0652	192.8934
PRUNE2|158471	543.4963	989.558	169.3548	548.9416	540.9594	579.3519	415.1002	344.1558	167.9588	452.2009	196.8915	136.5546	190.2439	490.0709	401.63	186.6818	123.0068	386.2028	352.4461	783.2957	126.3733	306.1576	332.1867	74.5712	273.4689	107.2319	219.9808	62.8776	56.4623	90.0705	594.4023	80.4598	298.8798	153.6913	75.699	672.5888
PRX|57716	3081.193	417.7438	1998.0799	3015.7693	1279.7048	262.2457	4002.1572	3340.9091	963.6279	3660.5472	1135.2516	241.5966	627.5261	4270.922	2805.542	1350.5976	2362.9461	3616.1557	203.051	279.4582	97.4411	127.5657	193.6118	181.9538	159.7825	374.4805	74.4476	87.4916	59.109	277.2653	88.2353	706.8966	296.334	283.2215	152.726	739.2132
PSAPL1|768239	19.0555	41.336	5.3763	8.5239	36.9004	50.6405	54.8536	32.4675	22.2996	16.8798	7.8132	24.5098	38.3275	7.8014	23.4719	3.9841	74.4115	12.3821	0.526	2.7088	1.9106	0.5103	0.0	3.7286	6.7331	2.4938	0.4803	0.6713	1.7644	12.4797	0.4744	4.3103	1.5275	3.3557	10.6244	3.8071
PSAT1|29968	71.251	124.6342	56.0676	19.8892	36.1624	151.3188	31.7411	19.4805	39.3802	60.708	58.5987	38.5154	22.9965	69.5035	34.5558	109.8463	18.9825	38.9151	380.8522	568.8488	423.3367	455.1543	591.1548	189.4109	445.6817	77.7224	289.1451	417.5431	116.0124	1010.8519	426.4706	222.7011	250.5092	621.4765	876.5144	338.198
PTCHD1|139411	22.3695	53.862	51.4593	7.3874	11.8081	88.0181	7.0878	42.2078	18.0295	25.7639	53.9108	40.6162	4.5296	26.9504	28.0359	54.6386	31.1314	16.5094	1.5781	13.0926	0.0	0.0	3.9312	2.9828	3.6255	0.8313	2.8818	0.2238	1.3233	1.6278	1.4231	24.4253	3.5642	89.9329	0.0	9.5178
PTCRA|171558	27.3405	5.0104	41.8587	22.7305	27.3063	30.1432	18.1818	21.9156	29.891	43.5321	46.0976	14.7059	54.7038	20.5674	13.6919	59.761	37.2058	21.2264	17.3593	11.2867	4.6401	6.6334	7.371	4.4743	6.2152	1.2469	16.3305	10.2931	0.8822	4.3407	2.3719	2.8736	14.2566	12.0805	3.9842	18.401
PTGDS|5730	6440.7622	1902.707	3471.5822	3874.414	1983.0258	1788.6963	9846.5331	3460.2273	6677.0732	3850.0748	2963.5301	8127.451	6657.1429	2297.1631	4620.0489	7383.0393	2675.019	6128.5377	1588.6376	5014.8984	349.6418	273.5008	599.5086	601.044	2188.7867	825.0208	3051.8732	1958.38	61.7556	606.077	1145.1613	979.8851	2065.6823	5714.7651	1747.7166	2873.731
PTGER3|5733	123.5791	158.7865	23.7865	74.8004	248.6347	30.5772	186.9553	79.2451	128.9582	85.1897	50.6996	99.1036	77.554	130.3404	114.6275	107.3648	27.1526	26.3384	53.9979	32.2348	33.3374	19.7931	38.231	3.7286	55.4292	62.3483	25.7301	49.812	7.5783	9.5714	201.3378	32.4497	73.1568	15.698	45.8576	99.467
PTGER4|5734	897.2659	511.0629	873.6559	955.8176	682.6568	836.1718	831.7411	1069.8052	1122.0975	1220.0837	1254.7929	976.1905	987.4564	439.0071	1013.8549	997.1542	694.7608	1327.2406	692.2672	834.763	464.5513	322.9963	316.9533	87.2483	229.9624	190.7731	741.5946	411.2777	85.5757	246.8801	238.1404	130.7471	424.6436	725.5034	265.6104	1112.9442
PTGES|9536	186.4126	161.586	221.9662	264.2421	92.2509	103.6925	133.4361	99.8377	120.9873	103.944	73.4437	107.8431	91.6376	63.8298	49.5518	189.5276	72.8929	77.8302	307.7328	573.3634	415.6943	184.2048	1073.7101	2773.3035	2275.0227	678.7199	264.1691	110.763	506.3961	3107.9761	998.5769	853.4483	704.6843	444.9664	2978.8209	84.3909
PTGFR|5737	249.3786	200.4168	53.7634	88.0807	400.0	292.3888	207.396	215.0974	158.4696	180.9396	96.1018	167.3669	145.2962	187.9433	239.2828	146.2721	186.0289	132.6651	48.3956	120.5418	42.3064	17.8592	37.3464	27.5913	39.8809	8.3126	104.2267	21.7051	7.0578	32.013	28.9374	13.6494	51.4257	43.6242	54.4501	63.4518
PTH1R|5745	196.3546	70.1459	73.7327	156.2722	95.203	73.5494	436.0555	234.5779	184.0904	175.0169	102.3523	170.1681	137.2822	175.1773	179.2991	150.2561	179.1951	192.217	82.0621	27.991	8.1883	12.2463	10.8108	32.8113	47.6499	20.7814	16.8108	45.2003	3.0878	13.5648	96.7742	74.7126	55.499	69.7987	23.9049	71.7005
PTHLH|5744	21.541	43.2149	17.2811	39.2101	14.7601	15.6745	12.3267	17.0455	18.5039	29.9098	4.6879	15.4062	14.2857	7.0922	3.26	24.4735	1.5186	52.4764	23.6718	130.0226	57.0454	68.3752	63.3907	8.9485	9.5818	44.0565	14.4092	116.8047	720.7764	16.8204	189.2789	3.592	30.0407	83.8926	22.5769	258.8832
PTN|5764	327.2577	239.8739	167.8187	204.5745	338.0074	305.6518	471.1864	258.9286	258.5806	363.3599	292.9934	414.5658	163.4146	274.4681	436.1858	134.889	219.4381	354.9528	74.6975	101.1287	38.2122	66.3341	89.4349	149.8881	333.5491	87.2818	55.7157	31.9982	8.8222	25.5019	272.7704	96.2644	164.4603	54.3624	33.2013	130.0761
PTPLA|9200	202.1541	120.8764	168.9708	179.571	449.4465	185.682	120.4931	185.8766	178.8714	164.9482	188.2971	197.479	196.8641	167.3759	112.7954	161.6392	248.2916	185.7311	8.9427	22.5734	48.857	40.821	104.1769	226.6965	267.2537	61.0973	132.5648	14.5446	93.5157	89.5279	34.1556	181.7529	25.4582	17.4497	95.6198	60.9137
PTPN13|5783	2096.106	4259.4834	2040.3226	4521.0967	2232.4723	4417.1816	2269.9538	3390.4221	2148.3541	2642.4289	3609.6782	2145.6583	2976.6551	5515.6028	4052.1597	2626.0672	3494.3052	2659.1981	879.011	5663.6569	456.363	419.9462	1512.5307	800.8949	554.7067	650.4572	1351.1047	830.3871	165.858	759.631	454.9336	2685.3448	1041.2424	1713.4228	225.7689	1279.1878
PTPN21|11099	1638.7738	1096.0294	909.3702	1861.0598	2030.9963	1363.0746	2360.2465	2775.974	2619.9672	1690.349	2084.5501	2192.577	1585.7143	3075.1773	2838.7938	1070.0057	2141.9894	1678.6557	382.4303	510.6095	390.5834	396.4741	459.4595	351.2304	490.7419	827.0989	375.6004	238.5321	51.6101	366.2507	457.3055	658.7644	371.6904	328.1879	205.8481	532.3604
PTPN5|84867	42.2535	9.3945	26.4977	19.8892	7.3801	40.3919	85.9784	153.4091	33.2122	13.9184	8.5945	11.9048	6.9686	12.766	13.6919	15.3671	125.2847	100.8255	1.0521	1.3544	4.0942	0.0	0.9828	0.0	0.7769	0.0	0.9606	0.4475	0.0	0.0	0.0	0.7184	1.5275	2.6846	1.3281	23.4772
PTPRB|5787	4652.85	1474.3161	2958.4985	3058.3435	3782.2731	1493.2027	8432.0216	6219.1153	5260.3124	8146.7151	5382.4755	4138.6345	5841.0941	8708.4965	12374.1157	3341.1383	4496.5224	14360.8255	672.2304	1111.4266	359.7352	471.993	916.4619	536.167	1056.5739	756.8579	568.0307	527.8071	358.6237	422.6641	413.1879	1003.592	2011.1711	667.1141	678.5417	4635.7424
PTPRH|5794	6.628	84.5508	5.7604	4.5461	2.214	8.4401	0.9245	8.1169	4.7446	10.3648	1.5626	4.2017	1.0453	2.1277	3.26	0.5692	5.3151	5.8962	146.7649	255.079	143.0229	279.6239	434.398	607.7554	81.8335	184.9543	25.4563	386.4399	566.3873	667.9327	150.8539	2.8736	186.3544	14.094	482.0829	12.6904
PTPRM|5797	2288.3181	1677.2381	2342.1659	3101.5769	1860.5166	2268.5757	3194.7612	3472.4026	2976.761	3170.1447	2789.2968	2511.2045	2983.9721	3426.9504	3759.4132	2148.5487	2487.4715	3182.1934	1044.1873	845.1467	661.0713	750.0861	754.2998	805.3691	1396.0896	3665.0042	632.0845	535.9141	453.0216	978.8388	1087.2865	2218.3908	843.6864	766.443	1796.8545	1216.3706
PTPRN2|5799	556.9097	1000.8314	319.2512	372.212	949.3432	939.2615	623.2604	542.3052	585.6163	575.9861	371.3281	466.4356	340.1638	483.6879	461.6137	565.4468	217.1602	478.6439	108.364	225.2325	373.9338	50.516	113.0221	202.8337	151.2366	37.8221	528.6984	88.1629	22.0556	231.1449	285.1044	155.1724	143.5285	546.9799	1042.5209	515.2284
PTPRN|5798	1.657	1.8789	1.1521	1.1365	2.214	7.8372	6.7797	0.8117	1.8978	1.7768	0.7813	0.0	1.3937	0.0	0.0	2.8458	3.0372	4.1274	43.1352	3.6117	66.5984	17.8592	13.2678	142.431	0.7769	4.9875	1.4409	15.6635	44.9934	66.1964	141.3662	0.0	38.1874	1.3423	86.3234	129.4416
PTPRQ|374462	18.227	243.6317	22.6575	194.3458	59.0406	41.5976	169.7997	136.3636	139.0167	114.0127	67.1931	72.8291	76.6551	392.9078	109.5355	77.4047	128.3219	188.6792	1.0521	9.0293	0.0	1.0205	1.4742	4.4743	5.9562	1.2469	12.9683	0.8951	0.0	4.8833	0.9488	4.3103	3.5642	4.0268	5.3122	52.0305
PTPRR|5801	62.1375	26.931	9.9846	8.5239	247.2325	38.5833	98.9214	70.6169	72.5924	71.369	110.9468	46.2185	22.9965	68.0851	99.7555	68.8674	41.7616	84.316	12.0989	11.7381	16.1037	31.6363	18.1818	67.8598	50.4985	32.8346	35.0624	9.3981	14.1156	3.7982	102.4668	22.9885	23.9308	20.1342	7.9683	38.7056
PTPRT|11122	108.5336	1455.527	7.2965	295.4965	277.4908	396.0814	230.2003	77.9221	39.8546	239.8708	138.2929	9.1036	43.9024	204.9645	96.4955	72.8515	4.5558	55.4245	11.0468	210.3837	1.3647	0.0	36.3636	12.6771	10.3587	1.6625	34.1018	4.0277	1.7644	1.6278	13.7571	20.8333	8.6558	42.2819	23.9049	11.4213
PTRF|284119	20275.8906	10979.0831	13360.5991	17490.5526	15776.3838	10788.2442	27630.2003	19426.1364	21688.9821	18758.7869	10517.2895	16446.7787	17829.9652	14848.227	15408.639	10659.078	15539.104	17706.3679	8551.8148	2559.8194	6336.6769	7284.5097	9814.742	3029.0828	3728.0849	2278.0549	2887.1278	5799.5077	1049.4045	5108.5187	7351.518	3121.408	5695.0102	3174.4966	3610.9737	5187.8173
PTTG1|9232	71.251	53.862	93.702	143.7704	84.1328	84.4009	45.9168	34.0909	95.3664	70.7767	57.8174	53.9216	58.885	58.156	39.7718	276.6079	54.6697	130.3066	381.9043	225.7336	902.6271	367.3891	460.9337	731.5436	144.5034	193.6825	313.6407	330.0515	1261.5792	198.5893	246.6793	91.954	355.9063	331.5436	386.4632	372.4619
PTTG3P|26255	1.657	0.0	1.5361	3.4096	0.0	0.0	0.3082	1.6234	1.8978	0.2961	0.0	0.7003	0.3484	0.7092	0.0	5.1224	0.7593	0.0	1.5781	0.0	5.1859	4.5924	4.914	17.1514	0.7769	1.6625	2.4015	1.1188	8.8222	7.5963	6.167	0.0	2.5458	5.3691	6.6403	3.8071
PVALB|5816	14.0845	8.7682	31.106	3.4096	16.2362	42.2005	8.3205	9.7403	8.5403	21.3219	7.8132	28.7115	3.8328	4.9645	8.476	58.0535	11.3895	2.3585	15.7812	18.0587	3.2753	9.1847	3.9312	1.4914	6.9921	0.4156	46.1095	4.9228	0.4411	1.6278	6.6414	0.0	13.2383	29.5302	2.6561	3.1726
PVRL4|81607	289.1466	774.1099	314.1321	537.5764	250.1845	523.8885	324.1911	200.487	250.0403	130.8925	328.1526	161.0644	157.1429	215.6028	179.9511	350.0285	172.3614	80.7783	689.637	2833.4086	819.1061	575.5763	1343.9803	1502.61	3373.8185	3576.8911	838.6167	1036.4735	20.2911	1641.3456	1183.5863	2275.1437	1367.6171	849.6644	1544.5246	115.4822
PVT1|5820	27.3405	60.125	32.6421	37.5053	19.1882	34.3632	13.2512	16.2338	21.8252	24.2832	29.69	19.6078	18.4669	12.0567	17.6039	56.9152	18.9825	15.9198	38.9269	102.9345	96.3494	144.4043	84.5209	79.7912	167.5515	37.8221	144.0922	83.9114	87.3401	35.2686	107.2106	34.4828	49.389	91.9463	19.9208	51.3959
PXMP4|11264	1801.1599	1179.3276	1236.1751	925.1314	1994.8339	1877.9201	1206.7797	1727.2727	1281.9905	1126.5045	2964.3115	1666.6667	1937.2822	2546.0993	2010.7579	2137.7348	2080.486	920.4009	286.1652	581.4898	210.7131	410.2512	548.4029	671.8867	1101.1265	433.9152	2866.9549	498.098	193.2069	2250.1356	493.833	2744.2529	931.7719	1559.7315	847.2972	824.8731
PYCR1|5831	376.9677	341.3349	315.6682	109.6747	225.0923	302.0347	258.2435	107.1429	287.0482	221.8065	206.2673	289.916	470.0348	169.5035	191.035	317.5868	120.7289	132.0755	3246.1862	1675.8465	2141.2487	5951.1934	1319.9017	2914.2431	2252.2336	2313.7988	1685.3987	2336.5406	3962.5055	5970.1574	2697.8178	3176.7241	3608.9613	2370.4698	5358.6903	1280.4569
PYGM|5837	48.053	117.1186	37.2504	47.1658	28.0443	22.9088	91.5254	34.0909	50.2927	60.4119	31.2526	56.7227	33.4495	44.6809	33.2518	30.7342	17.4639	66.6274	18.9374	23.0248	2.7294	5.6129	4.914	10.44	19.4225	6.65	10.5668	9.6218	3.5289	6.5111	3.7951	14.3678	8.6558	28.8591	15.9366	43.1472
PZP|5858	36.454	519.8311	4.9923	134.6782	76.0148	357.4981	57.9353	21.1039	14.2338	72.5535	47.6603	7.0028	10.453	110.6383	18.2559	26.181	2.2779	40.0943	0.526	51.9187	0.2729	0.0	1.9656	2.9828	2.3307	0.4156	15.8501	1.5663	0.0	2.1704	2.8463	1.4368	3.055	7.3826	5.3122	1.269
